Continent,Country,Year,Temperature(C),Rainfall(mm),Pesticide use(toai),Crop,Quantity(hg/ha)
South America,Ecuador,2013,21.69,2274.0,6471.77,Sweet potatoes,19113
South America,Ecuador,1992,21.94,2274.0,2012.0,Wheat,5911
South America,Ecuador,1993,21.86,2274.0,1844.0,Wheat,6711
South America,Ecuador,1994,21.46,2274.0,2670.0,Wheat,6162
South America,Ecuador,1995,21.96,2274.0,2658.0,Wheat,6951
South America,Ecuador,1996,21.34,2274.0,2407.0,Wheat,6176
South America,Ecuador,1997,22.88,2274.0,7612.0,Wheat,5976
South America,Ecuador,1998,22.59,2274.0,21500.0,Wheat,6484
South America,Ecuador,1999,21.21,2274.0,14216.0,Wheat,7001
South America,Ecuador,2000,21.34,2274.0,17948.0,Wheat,6208
South America,Ecuador,2001,21.51,2274.0,7344.0,Wheat,6100
South America,Ecuador,2002,22.23,2274.0,1302.49,Wheat,5696
South America,Ecuador,2004,22.04,2274.0,29799.84,Wheat,8053
South America,Ecuador,2005,21.82,2274.0,18391.23,Wheat,7220
South America,Ecuador,2006,22.09,2274.0,7953.42,Wheat,7774
South America,Ecuador,2007,21.68,2274.0,14156.16,Wheat,8186
South America,Ecuador,2008,21.72,2274.0,15396.14,Wheat,7466
South America,Ecuador,2009,22.01,2274.0,9666.87,Wheat,8617
South America,Ecuador,2010,21.98,2274.0,31637.12,Wheat,8912
South America,Ecuador,2011,21.78,2274.0,17529.44,Wheat,9249
South America,Ecuador,2012,21.86,2274.0,11469.74,Wheat,7995
South America,Ecuador,2013,21.69,2274.0,6471.77,Wheat,7064
Africa,Egypt,1992,20.6,51.0,6156.0,Maize,61346
Africa,Egypt,1993,21.26,51.0,4175.0,Maize,60780
Africa,Egypt,1994,21.56,51.0,4283.0,Maize,59065
Africa,Egypt,1995,21.09,51.0,4391.0,Maize,61630
Africa,Egypt,1996,21.36,51.0,4499.0,Maize,69523
Africa,Egypt,1997,20.98,51.0,4607.0,Maize,71298
Africa,Egypt,1998,21.82,51.0,4715.0,Maize,72257
Africa,Egypt,1999,21.87,51.0,4823.0,Maize,75174
Africa,Egypt,2000,21.12,51.0,4931.0,Maize,76800
Africa,Egypt,2001,21.89,51.0,5039.0,Maize,69798
Africa,Egypt,2002,21.94,51.0,5147.0,Maize,77656
Africa,Egypt,2004,21.57,51.0,5363.0,Maize,79087
Africa,Egypt,2005,21.54,51.0,5471.0,Maize,81607
Africa,Egypt,2006,21.6,51.0,9781.0,Maize,83705
Africa,Egypt,2007,21.94,51.0,9105.0,Maize,80463
Africa,Egypt,2008,22.19,51.0,9527.0,Maize,79053
Africa,Egypt,2009,22.15,51.0,9013.0,Maize,78184
Africa,Egypt,2010,23.09,51.0,11590.0,Maize,72700
Africa,Egypt,2011,21.58,51.0,12945.0,Maize,77409
Africa,Egypt,2012,22.02,51.0,13991.0,Maize,77723
Africa,Egypt,2013,22.18,51.0,13653.0,Maize,77223
Africa,Egypt,1992,20.6,51.0,6156.0,Potatoes,209071
Africa,Egypt,1993,21.26,51.0,4175.0,Potatoes,207792
Africa,Egypt,1994,21.56,51.0,4283.0,Potatoes,204487
Africa,Egypt,1995,21.09,51.0,4391.0,Potatoes,211244
Africa,Egypt,1996,21.36,51.0,4499.0,Potatoes,202048
Africa,Egypt,1997,20.98,51.0,4607.0,Potatoes,218355
Africa,Egypt,1998,21.82,51.0,4715.0,Potatoes,223302
Africa,Egypt,1999,21.87,51.0,4823.0,Potatoes,232915
Africa,Egypt,2000,21.12,51.0,4931.0,Potatoes,235931
Africa,Egypt,2001,21.89,51.0,5039.0,Potatoes,238739
Africa,Egypt,2002,21.94,51.0,5147.0,Potatoes,240382
Africa,Egypt,2004,21.57,51.0,5363.0,Potatoes,244443
Africa,Egypt,2005,21.54,51.0,5471.0,Potatoes,250826
Africa,Egypt,2006,21.6,51.0,9781.0,Potatoes,250085
Africa,Egypt,2007,21.94,51.0,9105.0,Potatoes,255717
Africa,Egypt,2008,22.19,51.0,9527.0,Potatoes,259390
Africa,Egypt,2009,22.15,51.0,9013.0,Potatoes,264241
Africa,Egypt,2010,23.09,51.0,11590.0,Potatoes,259211
Africa,Egypt,2011,21.58,51.0,12945.0,Potatoes,264311
Africa,Egypt,2012,22.02,51.0,13991.0,Potatoes,268531
Africa,Egypt,2013,22.18,51.0,13653.0,Potatoes,266276
Africa,Egypt,1992,20.6,51.0,6156.0,"Rice, paddy",76511
Africa,Egypt,1993,21.26,51.0,4175.0,"Rice, paddy",77184
Africa,Egypt,1994,21.56,51.0,4283.0,"Rice, paddy",79130
Africa,Egypt,1995,21.09,51.0,4391.0,"Rice, paddy",81356
Africa,Egypt,1996,21.36,51.0,4499.0,"Rice, paddy",82910
Africa,Egypt,1997,20.98,51.0,4607.0,"Rice, paddy",84152
Africa,Egypt,1998,21.82,51.0,4715.0,"Rice, paddy",86401
Africa,Egypt,1999,21.87,51.0,4823.0,"Rice, paddy",88780
Africa,Egypt,2000,21.12,51.0,4931.0,"Rice, paddy",91025
Africa,Egypt,2001,21.89,51.0,5039.0,"Rice, paddy",92833
Africa,Egypt,2002,21.94,51.0,5147.0,"Rice, paddy",93889
Africa,Egypt,2004,21.57,51.0,5363.0,"Rice, paddy",98384
Africa,Egypt,2005,21.54,51.0,5471.0,"Rice, paddy",99874
Africa,Egypt,2006,21.6,51.0,9781.0,"Rice, paddy",100750
Africa,Egypt,2007,21.94,51.0,9105.0,"Rice, paddy",97675
Africa,Egypt,2008,22.19,51.0,9527.0,"Rice, paddy",97349
Africa,Egypt,2009,22.15,51.0,9013.0,"Rice, paddy",95930
Africa,Egypt,2010,23.09,51.0,11590.0,"Rice, paddy",94217
Africa,Egypt,2011,21.58,51.0,12945.0,"Rice, paddy",95670
Africa,Egypt,2012,22.02,51.0,13991.0,"Rice, paddy",95296
Africa,Egypt,2013,22.18,51.0,13653.0,"Rice, paddy",95865
Africa,Egypt,1992,20.6,51.0,6156.0,Sorghum,51247
Africa,Egypt,1993,21.26,51.0,4175.0,Sorghum,53366
Africa,Egypt,1994,21.56,51.0,4283.0,Sorghum,46272
Africa,Egypt,1995,21.09,51.0,4391.0,Sorghum,44770
Africa,Egypt,1996,21.36,51.0,4499.0,Sorghum,43520
Africa,Egypt,1997,20.98,51.0,4607.0,Sorghum,50427
Africa,Egypt,1998,21.82,51.0,4715.0,Sorghum,56077
Africa,Egypt,1999,21.87,51.0,4823.0,Sorghum,57692
Africa,Egypt,2000,21.12,51.0,4931.0,Sorghum,57885
Africa,Egypt,2001,21.89,51.0,5039.0,Sorghum,57964
Africa,Egypt,2002,21.94,51.0,5147.0,Sorghum,57756
Africa,Egypt,2004,21.57,51.0,5363.0,Sorghum,56674
Africa,Egypt,2005,21.54,51.0,5471.0,Sorghum,56118
Africa,Egypt,2006,21.6,51.0,9781.0,Sorghum,56859
Africa,Egypt,2007,21.94,51.0,9105.0,Sorghum,56763
Africa,Egypt,2008,22.19,51.0,9527.0,Sorghum,56258
Africa,Egypt,2009,22.15,51.0,9013.0,Sorghum,55287
Africa,Egypt,2010,23.09,51.0,11590.0,Sorghum,50060
Africa,Egypt,2011,21.58,51.0,12945.0,Sorghum,53457
Africa,Egypt,2012,22.02,51.0,13991.0,Sorghum,53034
Africa,Egypt,2013,22.18,51.0,13653.0,Sorghum,53777
Africa,Egypt,1992,20.6,51.0,6156.0,Soybeans,26981
Africa,Egypt,1993,21.26,51.0,4175.0,Soybeans,27534
Africa,Egypt,1994,21.56,51.0,4283.0,Soybeans,28828
Africa,Egypt,1995,21.09,51.0,4391.0,Soybeans,24344
Africa,Egypt,1996,21.36,51.0,4499.0,Soybeans,26103
Africa,Egypt,1997,20.98,51.0,4607.0,Soybeans,26223
Africa,Egypt,1998,21.82,51.0,4715.0,Soybeans,26207
Africa,Egypt,1999,21.87,51.0,4823.0,Soybeans,26367
Africa,Egypt,2000,21.12,51.0,4931.0,Soybeans,27199
Africa,Egypt,2001,21.89,51.0,5039.0,Soybeans,27922
Africa,Egypt,2002,21.94,51.0,5147.0,Soybeans,29904
Africa,Egypt,2004,21.57,51.0,5363.0,Soybeans,30266
Africa,Egypt,2005,21.54,51.0,5471.0,Soybeans,34000
Africa,Egypt,2006,21.6,51.0,9781.0,Soybeans,30817
Africa,Egypt,2007,21.94,51.0,9105.0,Soybeans,32880
Africa,Egypt,2008,22.19,51.0,9527.0,Soybeans,33601
Africa,Egypt,2009,22.15,51.0,9013.0,Soybeans,31252
Africa,Egypt,2010,23.09,51.0,11590.0,Soybeans,28453
Africa,Egypt,2011,21.58,51.0,12945.0,Soybeans,31195
Africa,Egypt,2012,22.02,51.0,13991.0,Soybeans,36186
Africa,Egypt,2013,22.18,51.0,13653.0,Soybeans,34767
Africa,Egypt,1992,20.6,51.0,6156.0,Sweet potatoes,241308
Africa,Egypt,1993,21.26,51.0,4175.0,Sweet potatoes,260629
Africa,Egypt,1994,21.56,51.0,4283.0,Sweet potatoes,247138
Africa,Egypt,1995,21.09,51.0,4391.0,Sweet potatoes,259786
Africa,Egypt,1996,21.36,51.0,4499.0,Sweet potatoes,231357
Africa,Egypt,1997,20.98,51.0,4607.0,Sweet potatoes,224888
Africa,Egypt,1998,21.82,51.0,4715.0,Sweet potatoes,240060
Africa,Egypt,1999,21.87,51.0,4823.0,Sweet potatoes,240545
Africa,Egypt,2000,21.12,51.0,4931.0,Sweet potatoes,273327
Africa,Egypt,2001,21.89,51.0,5039.0,Sweet potatoes,266543
Africa,Egypt,2002,21.94,51.0,5147.0,Sweet potatoes,276970
Africa,Egypt,2004,21.57,51.0,5363.0,Sweet potatoes,281242
Africa,Egypt,2005,21.54,51.0,5471.0,Sweet potatoes,175000
Africa,Egypt,2006,21.6,51.0,9781.0,Sweet potatoes,119702
Africa,Egypt,2007,21.94,51.0,9105.0,Sweet potatoes,298171
Africa,Egypt,2008,22.19,51.0,9527.0,Sweet potatoes,276425
Africa,Egypt,2009,22.15,51.0,9013.0,Sweet potatoes,285425
Africa,Egypt,2010,23.09,51.0,11590.0,Sweet potatoes,306078
Africa,Egypt,2011,21.58,51.0,12945.0,Sweet potatoes,318249
Africa,Egypt,2012,22.02,51.0,13991.0,Sweet potatoes,323485
Africa,Egypt,2013,22.18,51.0,13653.0,Sweet potatoes,336781
Africa,Egypt,1992,20.6,51.0,6156.0,Wheat,52546
Africa,Egypt,1993,21.26,51.0,4175.0,Wheat,52970
Africa,Egypt,1994,21.56,51.0,4283.0,Wheat,50026
Africa,Egypt,1995,21.09,51.0,4391.0,Wheat,54221
Africa,Egypt,1996,21.36,51.0,4499.0,Wheat,56384
Africa,Egypt,1997,20.98,51.0,4607.0,Wheat,55994
Africa,Egypt,1998,21.82,51.0,4715.0,Wheat,59896
Africa,Egypt,1999,21.87,51.0,4823.0,Wheat,63467
Africa,Egypt,2000,21.12,51.0,4931.0,Wheat,63422
Africa,Egypt,2001,21.89,51.0,5039.0,Wheat,63580
Africa,Egypt,2002,21.94,51.0,5147.0,Wheat,64345
Africa,Egypt,2004,21.57,51.0,5363.0,Wheat,65567
Africa,Egypt,2005,21.54,51.0,5471.0,Wheat,64929
Africa,Egypt,2006,21.6,51.0,9781.0,Wheat,64303
Africa,Egypt,2007,21.94,51.0,9105.0,Wheat,64673
Africa,Egypt,2008,22.19,51.0,9527.0,Wheat,65031
Africa,Egypt,2009,22.15,51.0,9013.0,Wheat,63829
Africa,Egypt,2010,23.09,51.0,11590.0,Wheat,55741
Africa,Egypt,2011,21.58,51.0,12945.0,Wheat,65428
Africa,Egypt,2012,22.02,51.0,13991.0,Wheat,65823
Africa,Egypt,2013,22.18,51.0,13653.0,Wheat,66682
North America,El Salvador,1992,26.22,1784.0,3940.77,Cassava,172692
North America,El Salvador,1993,26.12,1784.0,3785.54,Cassava,200000
North America,El Salvador,1994,26.33,1784.0,3630.31,Cassava,201298
North America,El Salvador,1995,26.05,1784.0,3475.08,Cassava,160232
North America,El Salvador,1996,25.77,1784.0,3319.85,Cassava,158831
North America,El Salvador,1997,26.48,1784.0,3164.62,Cassava,131429
North America,El Salvador,1998,26.48,1784.0,3009.39,Cassava,131429
North America,El Salvador,1999,25.67,1784.0,2854.16,Cassava,124202
North America,El Salvador,2000,25.78,1784.0,2698.93,Cassava,123479
North America,El Salvador,2001,25.92,1784.0,2543.7,Cassava,124794
North America,El Salvador,2002,26.12,1784.0,2388.47,Cassava,128120
North America,El Salvador,2004,26.2,1784.0,2078.01,Cassava,100819
North America,El Salvador,2005,26.07,1784.0,1922.78,Cassava,125043
North America,El Salvador,2006,26.14,1784.0,2265.72,Cassava,125016
North America,El Salvador,2007,26.02,1784.0,1940.78,Cassava,128870
North America,El Salvador,2008,25.71,1784.0,3899.48,Cassava,128900
North America,El Salvador,2009,26.21,1784.0,3333.88,Cassava,125022
North America,El Salvador,2010,25.96,1784.0,3598.59,Cassava,124843
North America,El Salvador,2011,25.95,1784.0,3231.13,Cassava,145719
North America,El Salvador,2012,26.04,1784.0,2595.16,Cassava,115775
North America,El Salvador,2013,26.36,1784.0,6005.08,Cassava,154928
North America,El Salvador,1992,26.22,1784.0,3940.77,Maize,21989
North America,El Salvador,1993,26.12,1784.0,3785.54,Maize,20482
North America,El Salvador,1994,26.33,1784.0,3630.31,Maize,15245
North America,El Salvador,1995,26.05,1784.0,3475.08,Maize,21972
North America,El Salvador,1996,25.77,1784.0,3319.85,Maize,22572
North America,El Salvador,1997,26.48,1784.0,3164.62,Maize,16582
North America,El Salvador,1998,26.48,1784.0,3009.39,Maize,19062
North America,El Salvador,1999,25.67,1784.0,2854.16,Maize,25047
North America,El Salvador,2000,25.78,1784.0,2698.93,Maize,22475
North America,El Salvador,2001,25.92,1784.0,2543.7,Maize,19431
North America,El Salvador,2002,26.12,1784.0,2388.47,Maize,26041
North America,El Salvador,2004,26.2,1784.0,2078.01,Maize,27641
North America,El Salvador,2005,26.07,1784.0,1922.78,Maize,29434
North America,El Salvador,2006,26.14,1784.0,2265.72,Maize,30794
North America,El Salvador,2007,26.02,1784.0,1940.78,Maize,29107
North America,El Salvador,2008,25.71,1784.0,3899.48,Maize,33895
North America,El Salvador,2009,26.21,1784.0,3333.88,Maize,30041
North America,El Salvador,2010,25.96,1784.0,3598.59,Maize,30253
North America,El Salvador,2011,25.95,1784.0,3231.13,Maize,28181
North America,El Salvador,2012,26.04,1784.0,2595.16,Maize,32580
North America,El Salvador,2013,26.36,1784.0,6005.08,Maize,29461
North America,El Salvador,1992,26.22,1784.0,3940.77,Plantains and others,109740
North America,El Salvador,1993,26.12,1784.0,3785.54,Plantains and others,106557
North America,El Salvador,1994,26.33,1784.0,3630.31,Plantains and others,97402
North America,El Salvador,1995,26.05,1784.0,3475.08,Plantains and others,119791
North America,El Salvador,1996,25.77,1784.0,3319.85,Plantains and others,64137
North America,El Salvador,1997,26.48,1784.0,3164.62,Plantains and others,126495
North America,El Salvador,1998,26.48,1784.0,3009.39,Plantains and others,147857
North America,El Salvador,1999,25.67,1784.0,2854.16,Plantains and others,134056
North America,El Salvador,2000,25.78,1784.0,2698.93,Plantains and others,312986
North America,El Salvador,2001,25.92,1784.0,2543.7,Plantains and others,311689
North America,El Salvador,2002,26.12,1784.0,2388.47,Plantains and others,311690
North America,El Salvador,2004,26.2,1784.0,2078.01,Plantains and others,312202
North America,El Salvador,2005,26.07,1784.0,1922.78,Plantains and others,312125
North America,El Salvador,2006,26.14,1784.0,2265.72,Plantains and others,311678
North America,El Salvador,2007,26.02,1784.0,1940.78,Plantains and others,311711
North America,El Salvador,2008,25.71,1784.0,3899.48,Plantains and others,311771
North America,El Salvador,2009,26.21,1784.0,3333.88,Plantains and others,312073
North America,El Salvador,2010,25.96,1784.0,3598.59,Plantains and others,221778
North America,El Salvador,2011,25.95,1784.0,3231.13,Plantains and others,111171
North America,El Salvador,2012,26.04,1784.0,2595.16,Plantains and others,143831
North America,El Salvador,2013,26.36,1784.0,6005.08,Plantains and others,153680
North America,El Salvador,1992,26.22,1784.0,3940.77,Potatoes,144444
North America,El Salvador,1993,26.12,1784.0,3785.54,Potatoes,141509
North America,El Salvador,1994,26.33,1784.0,3630.31,Potatoes,140741
North America,El Salvador,1995,26.05,1784.0,3475.08,Potatoes,140000
North America,El Salvador,1996,25.77,1784.0,3319.85,Potatoes,157368
North America,El Salvador,1997,26.48,1784.0,3164.62,Potatoes,139286
North America,El Salvador,1998,26.48,1784.0,3009.39,Potatoes,215536
North America,El Salvador,1999,25.67,1784.0,2854.16,Potatoes,210286
North America,El Salvador,2000,25.78,1784.0,2698.93,Potatoes,231200
North America,El Salvador,2001,25.92,1784.0,2543.7,Potatoes,229878
North America,El Salvador,2002,26.12,1784.0,2388.47,Potatoes,236013
North America,El Salvador,2004,26.2,1784.0,2078.01,Potatoes,288786
North America,El Salvador,2005,26.07,1784.0,1922.78,Potatoes,221220
North America,El Salvador,2006,26.14,1784.0,2265.72,Potatoes,220517
North America,El Salvador,2007,26.02,1784.0,1940.78,Potatoes,218481
North America,El Salvador,2008,25.71,1784.0,3899.48,Potatoes,218555
North America,El Salvador,2009,26.21,1784.0,3333.88,Potatoes,252417
North America,El Salvador,2010,25.96,1784.0,3598.59,Potatoes,252796
North America,El Salvador,2011,25.95,1784.0,3231.13,Potatoes,196316
North America,El Salvador,2012,26.04,1784.0,2595.16,Potatoes,295706
North America,El Salvador,2013,26.36,1784.0,6005.08,Potatoes,426047
North America,El Salvador,1992,26.22,1784.0,3940.77,"Rice, paddy",43561
North America,El Salvador,1993,26.12,1784.0,3785.54,"Rice, paddy",47076
North America,El Salvador,1994,26.33,1784.0,3630.31,"Rice, paddy",43353
North America,El Salvador,1995,26.05,1784.0,3475.08,"Rice, paddy",53291
North America,El Salvador,1996,25.77,1784.0,3319.85,"Rice, paddy",51627
North America,El Salvador,1997,26.48,1784.0,3164.62,"Rice, paddy",44419
North America,El Salvador,1998,26.48,1784.0,3009.39,"Rice, paddy",49760
North America,El Salvador,1999,25.67,1784.0,2854.16,"Rice, paddy",52531
North America,El Salvador,2000,25.78,1784.0,2698.93,"Rice, paddy",57884
North America,El Salvador,2001,25.92,1784.0,2543.7,"Rice, paddy",60284
North America,El Salvador,2002,26.12,1784.0,2388.47,"Rice, paddy",59384
North America,El Salvador,2004,26.2,1784.0,2078.01,"Rice, paddy",66430
North America,El Salvador,2005,26.07,1784.0,1922.78,"Rice, paddy",72118
North America,El Salvador,2006,26.14,1784.0,2265.72,"Rice, paddy",73941
North America,El Salvador,2007,26.02,1784.0,1940.78,"Rice, paddy",74651
North America,El Salvador,2008,25.71,1784.0,3899.48,"Rice, paddy",79373
North America,El Salvador,2009,26.21,1784.0,3333.88,"Rice, paddy",69016
North America,El Salvador,2010,25.96,1784.0,3598.59,"Rice, paddy",70136
North America,El Salvador,2011,25.95,1784.0,3231.13,"Rice, paddy",54783
North America,El Salvador,2012,26.04,1784.0,2595.16,"Rice, paddy",63968
North America,El Salvador,2013,26.36,1784.0,6005.08,"Rice, paddy",61615
North America,El Salvador,1992,26.22,1784.0,3940.77,Sorghum,14383
North America,El Salvador,1993,26.12,1784.0,3785.54,Sorghum,15254
North America,El Salvador,1994,26.33,1784.0,3630.31,Sorghum,14961
North America,El Salvador,1995,26.05,1784.0,3475.08,Sorghum,14970
North America,El Salvador,1996,25.77,1784.0,3319.85,Sorghum,15242
North America,El Salvador,1997,26.48,1784.0,3164.62,Sorghum,16050
North America,El Salvador,1998,26.48,1784.0,3009.39,Sorghum,15421
North America,El Salvador,1999,25.67,1784.0,2854.16,Sorghum,13111
North America,El Salvador,2000,25.78,1784.0,2698.93,Sorghum,15855
North America,El Salvador,2001,25.92,1784.0,2543.7,Sorghum,15445
North America,El Salvador,2002,26.12,1784.0,2388.47,Sorghum,18428
North America,El Salvador,2004,26.2,1784.0,2078.01,Sorghum,15999
North America,El Salvador,2005,26.07,1784.0,1922.78,Sorghum,15859
North America,El Salvador,2006,26.14,1784.0,2265.72,Sorghum,18397
North America,El Salvador,2007,26.02,1784.0,1940.78,Sorghum,15307
North America,El Salvador,2008,25.71,1784.0,3899.48,Sorghum,13899
North America,El Salvador,2009,26.21,1784.0,3333.88,Sorghum,17133
North America,El Salvador,2010,25.96,1784.0,3598.59,Sorghum,17201
North America,El Salvador,2011,25.95,1784.0,3231.13,Sorghum,14534
North America,El Salvador,2012,26.04,1784.0,2595.16,Sorghum,13204
North America,El Salvador,2013,26.36,1784.0,6005.08,Sorghum,16633
North America,El Salvador,1992,26.22,1784.0,3940.77,Soybeans,26857
North America,El Salvador,1993,26.12,1784.0,3785.54,Soybeans,27143
North America,El Salvador,1994,26.33,1784.0,3630.31,Soybeans,25000
North America,El Salvador,1995,26.05,1784.0,3475.08,Soybeans,23333
North America,El Salvador,1996,25.77,1784.0,3319.85,Soybeans,23333
North America,El Salvador,1997,26.48,1784.0,3164.62,Soybeans,24444
North America,El Salvador,1998,26.48,1784.0,3009.39,Soybeans,24000
North America,El Salvador,1999,25.67,1784.0,2854.16,Soybeans,24000
North America,El Salvador,2000,25.78,1784.0,2698.93,Soybeans,22727
North America,El Salvador,2001,25.92,1784.0,2543.7,Soybeans,22241
North America,El Salvador,2002,26.12,1784.0,2388.47,Soybeans,21732
North America,El Salvador,2004,26.2,1784.0,2078.01,Soybeans,20409
North America,El Salvador,2005,26.07,1784.0,1922.78,Soybeans,20768
North America,El Salvador,2006,26.14,1784.0,2265.72,Soybeans,20383
North America,El Salvador,2007,26.02,1784.0,1940.78,Soybeans,19348
North America,El Salvador,2008,25.71,1784.0,3899.48,Soybeans,19279
North America,El Salvador,2009,26.21,1784.0,3333.88,Soybeans,19172
North America,El Salvador,2010,25.96,1784.0,3598.59,Soybeans,18000
North America,El Salvador,2011,25.95,1784.0,3231.13,Soybeans,19222
North America,El Salvador,2012,26.04,1784.0,2595.16,Soybeans,19231
North America,El Salvador,2013,26.36,1784.0,6005.08,Soybeans,19231
North America,El Salvador,1992,26.22,1784.0,3940.77,Sweet potatoes,61333
North America,El Salvador,1993,26.12,1784.0,3785.54,Sweet potatoes,64000
North America,El Salvador,1994,26.33,1784.0,3630.31,Sweet potatoes,61250
North America,El Salvador,1995,26.05,1784.0,3475.08,Sweet potatoes,62500
North America,El Salvador,1996,25.77,1784.0,3319.85,Sweet potatoes,62845
North America,El Salvador,1997,26.48,1784.0,3164.62,Sweet potatoes,62976
North America,El Salvador,1998,26.48,1784.0,3009.39,Sweet potatoes,64706
North America,El Salvador,1999,25.67,1784.0,2854.16,Sweet potatoes,63112
North America,El Salvador,2000,25.78,1784.0,2698.93,Sweet potatoes,63105
North America,El Salvador,2001,25.92,1784.0,2543.7,Sweet potatoes,62931
North America,El Salvador,2002,26.12,1784.0,2388.47,Sweet potatoes,62852
North America,El Salvador,2004,26.2,1784.0,2078.01,Sweet potatoes,62585
North America,El Salvador,2005,26.07,1784.0,1922.78,Sweet potatoes,62409
North America,El Salvador,2006,26.14,1784.0,2265.72,Sweet potatoes,62251
North America,El Salvador,2007,26.02,1784.0,1940.78,Sweet potatoes,63889
North America,El Salvador,2008,25.71,1784.0,3899.48,Sweet potatoes,61614
North America,El Salvador,2009,26.21,1784.0,3333.88,Sweet potatoes,61191
North America,El Salvador,2010,25.96,1784.0,3598.59,Sweet potatoes,60767
North America,El Salvador,2011,25.95,1784.0,3231.13,Sweet potatoes,60343
North America,El Salvador,2012,26.04,1784.0,2595.16,Sweet potatoes,58333
North America,El Salvador,2013,26.36,1784.0,6005.08,Sweet potatoes,58333
Europe,Estonia,1992,6.51,626.0,469.0,Potatoes,144514
Europe,Estonia,1993,5.26,626.0,170.0,Potatoes,126432
Europe,Estonia,1994,5.35,626.0,176.0,Potatoes,140959
Europe,Estonia,1995,6.23,626.0,154.0,Potatoes,145590
Europe,Estonia,1996,4.63,626.0,133.0,Potatoes,141758
Europe,Estonia,1997,5.95,626.0,200.0,Potatoes,124153
Europe,Estonia,1998,5.5,626.0,195.0,Potatoes,97147
Europe,Estonia,1999,6.55,626.0,187.0,Potatoes,129807
Europe,Estonia,2000,7.12,626.0,315.0,Potatoes,152654
Europe,Estonia,2001,6.08,626.0,329.0,Potatoes,155249
Europe,Estonia,2002,6.34,626.0,331.0,Potatoes,131599
Europe,Estonia,2004,6.03,626.0,351.0,Potatoes,103416
Europe,Estonia,2005,6.04,626.0,386.0,Potatoes,150277
Europe,Estonia,2006,6.7,626.0,452.0,Potatoes,132608
Europe,Estonia,2007,6.97,626.0,460.0,Potatoes,171977
Europe,Estonia,2008,7.39,626.0,551.0,Potatoes,142273
Europe,Estonia,2009,6.14,626.0,402.0,Potatoes,152752
Europe,Estonia,2010,5.06,626.0,514.0,Potatoes,174562
Europe,Estonia,2011,6.98,626.0,460.0,Potatoes,178361
Europe,Estonia,2012,5.57,626.0,553.0,Potatoes,182175
Europe,Estonia,2013,7.28,626.0,567.0,Potatoes,193558
Europe,Estonia,1992,6.51,626.0,469.0,Wheat,20562
Europe,Estonia,1993,5.26,626.0,170.0,Wheat,20994
Europe,Estonia,1994,5.35,626.0,176.0,Wheat,16686
Europe,Estonia,1995,6.23,626.0,154.0,Wheat,19974
Europe,Estonia,1996,4.63,626.0,133.0,Wheat,22046
Europe,Estonia,1997,5.95,626.0,200.0,Wheat,21850
Europe,Estonia,1998,5.5,626.0,195.0,Wheat,17666
Europe,Estonia,1999,6.55,626.0,187.0,Wheat,13377
Europe,Estonia,2000,7.12,626.0,315.0,Wheat,21285
Europe,Estonia,2001,6.08,626.0,329.0,Wheat,22302
Europe,Estonia,2002,6.34,626.0,331.0,Wheat,23025
Europe,Estonia,2004,6.03,626.0,351.0,Wheat,25083
Europe,Estonia,2005,6.04,626.0,386.0,Wheat,30818
Europe,Estonia,2006,6.7,626.0,452.0,Wheat,24173
Europe,Estonia,2007,6.97,626.0,460.0,Wheat,34746
Europe,Estonia,2008,7.39,626.0,551.0,Wheat,31831
Europe,Estonia,2009,6.14,626.0,402.0,Wheat,30146
Europe,Estonia,2010,5.06,626.0,514.0,Wheat,27440
Europe,Estonia,2011,6.98,626.0,460.0,Wheat,28065
Europe,Estonia,2012,5.57,626.0,553.0,Wheat,38994
Europe,Estonia,2013,7.28,626.0,567.0,Wheat,32754
Oceania,Fiji,1992,,2592.0,170.84,Cassava,50781
Oceania,Fiji,1993,,2592.0,206.31,Cassava,31099
Oceania,Fiji,1994,,2592.0,241.77,Cassava,93367
Oceania,Fiji,1995,,2592.0,277.24,Cassava,137737
Oceania,Fiji,1996,,2592.0,312.7,Cassava,154893
Oceania,Fiji,1997,,2592.0,348.16,Cassava,81548
Oceania,Fiji,1998,,2592.0,383.63,Cassava,136843
Oceania,Fiji,1999,,2592.0,419.09,Cassava,130820
Oceania,Fiji,2000,,2592.0,454.56,Cassava,124333
Oceania,Fiji,2001,,2592.0,490.02,Cassava,126960
Oceania,Fiji,2002,,2592.0,525.48,Cassava,138107
Oceania,Fiji,2004,,2592.0,596.41,Cassava,167508
Oceania,Fiji,2005,,2592.0,631.88,Cassava,135191
Oceania,Fiji,2006,,2592.0,667.34,Cassava,125053
Oceania,Fiji,2007,,2592.0,702.8,Cassava,95980
Oceania,Fiji,2008,,2592.0,746.81,Cassava,90204
Oceania,Fiji,2009,,2592.0,1121.72,Cassava,106228
Oceania,Fiji,2010,,2592.0,1059.03,Cassava,114915
Oceania,Fiji,2011,,2592.0,1103.1,Cassava,110795
Oceania,Fiji,2012,,2592.0,1375.15,Cassava,105170
Oceania,Fiji,2013,,2592.0,1265.34,Cassava,102951
Oceania,Fiji,1992,,2592.0,170.84,Maize,21614
Oceania,Fiji,1993,,2592.0,206.31,Maize,9223
Oceania,Fiji,1994,,2592.0,241.77,Maize,24148
Oceania,Fiji,1995,,2592.0,277.24,Maize,25723
Oceania,Fiji,1996,,2592.0,312.7,Maize,25012
